Gene stable ID,Gene name,Gene description,Gene start (bp),Gene end (bp),Gene % GC content
ENSG00000274450,RF00619,,146862729,146862845,42.74
ENSG00000268043,NBPF12,NBPF member 12 [Source:HGNC Symbol;Acc:HGNC:24297],146938744,146996202,43.89
ENSG00000244371,PFN1P8,profilin 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42986],146957117,146957659,53.22
ENSG00000234225,AC244394.2,novel transcript,147001931,147003618,42.65
ENSG00000227242,NBPF13P,NBPF member 13, pseudogene [Source:HGNC Symbol;Acc:HGNC:31995],147019656,147056593,40.37
ENSG00000225603,AC244394.1,insulin-like growth factor 2 mRNA binding protein 2 (IGF2BP2) pseudogene,147050817,147052481,50.45
ENSG00000201142,RNU1-151P,RNA, U1 small nuclear 151, pseudogene [Source:HGNC Symbol;Acc:HGNC:53616],147079746,147079870,66.40
ENSG00000230832,AC241584.1,Sjogren syndrome antigen B (autoantigen La) (SSB) pseudogene,147082338,147083578,35.29
ENSG00000283342,AC241584.2,neuroblastoma breakpoint family, member 13, pseudogene,147099482,147124285,44.72
ENSG00000131791,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9379],147155106,147172550,39.83
ENSG00000180867,PDIA3P1,protein disulfide isomerase family A member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4607],147172744,147179622,41.31
ENSG00000237188,AC242426.2,novel transcript, antisense to FMO5,147173186,147252659,40.68
ENSG00000131781,FMO5,flavin containing monooxygenase 5 [Source:HGNC Symbol;Acc:HGNC:3773],147175351,147243050,40.77
ENSG00000226015,CCT8P1,chaperonin containing TCP1 subunit 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35144],147203276,147204932,41.46
ENSG00000236806,RPL7AP15,ribosomal protein L7a pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:36873],147223554,147224348,50.06
ENSG00000131778,CHD1L,chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916],147242641,147295766,40.27
ENSG00000278811,LINC00624,long intergenic non-protein coding RNA 624 [Source:HGNC Symbol;Acc:HGNC:44254],147258885,147517875,39.44
ENSG00000213226,AC242426.1,prostaglandin reductase 1 (PTGR1) pseudogene,147319110,147320224,45.74
ENSG00000226653,OR13Z1P,olfactory receptor family 13 subfamily Z member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:31240],147419053,147419900,48.23
ENSG00000207209,RF00019,,147420199,147420300,41.18
ENSG00000272443,OR13Z2P,olfactory receptor family 13 subfamily Z member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:31241],147445579,147446133,45.05
ENSG00000272480,OR13Z3P,olfactory receptor family 13 subfamily Z member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:31242],147482238,147482628,42.20
ENSG00000116128,BCL9,B cell CLL/lymphoma 9 [Source:HGNC Symbol;Acc:HGNC:1008],147541412,147626216,42.09
ENSG00000162836,ACP6,acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609],147629652,147670496,43.64
ENSG00000277762,RN7SL261P,RNA, 7SL, cytoplasmic 261, pseudogene [Source:HGNC Symbol;Acc:HGNC:46277],147689256,147689537,51.06
ENSG00000227139,AC241644.1,novel transcript,147697794,147699335,41.76
ENSG00000265107,GJA5,gap junction protein alpha 5 [Source:HGNC Symbol;Acc:HGNC:4279],147756199,147773362,46.17
ENSG00000274415,AC241644.3,novel transcript, antisense to GJA5,147757185,147758434,50.88
ENSG00000234190,AC241644.2,novel transcript,147777590,147788953,42.62
ENSG00000223728,AC239801.1,PRAME family member 17 (PRAMEF17) pseudogene,147840962,147842359,51.86
ENSG00000121634,GJA8,gap junction protein alpha 8 [Source:HGNC Symbol;Acc:HGNC:4281],147907956,147909257,59.45
ENSG00000188092,GPR89B,G protein-coupled receptor 89B [Source:HGNC Symbol;Acc:HGNC:13840],147928393,147993521,39.86
ENSG00000215859,PDZK1P1,PDZ domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31974],147993862,148014956,44.10
ENSG00000273059,AC239803.2,novel transcript,148011799,148012228,37.44
ENSG00000206791,RNU1-129P,RNA, U1 small nuclear 129, pseudogene [Source:HGNC Symbol;Acc:HGNC:48471],148014417,148014583,64.67
ENSG00000274372,AC239803.3,novel transcript,148021850,148025931,41.06
ENSG00000206585,RNVU1-7,RNA, variant U1 small nuclear 7 [Source:HGNC Symbol;Acc:HGNC:37500],148038753,148038916,54.88
ENSG00000229828,PDE4DIPP1,phosphodiesterase 4D interacting protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50867],148080598,148093883,44.12
ENSG00000263956,NBPF11,NBPF member 11 [Source:HGNC Symbol;Acc:HGNC:31993],148102046,148152322,45.41
ENSG00000225080,PFN1P4,profilin 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:42992],148129497,148129898,53.48
ENSG00000198658,ABHD17AP1,abhydrolase domain containing 17A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28394],148146395,148149566,67.31
ENSG00000227733,AC239809.3,uncharacterized LOC101927468 [Source:NCBI gene;Acc:101927468],148159213,148255012,40.81
ENSG00000232265,AC239803.1,uncharacterized LOC100505824 [Source:NCBI gene;Acc:100505824],148162360,148186630,37.99
ENSG00000238765,RNA5SP57,RNA, 5S ribosomal pseudogene 57 [Source:HGNC Symbol;Acc:HGNC:42834],148193716,148193838,42.28
ENSG00000224335,AC239809.1,neuroblastoma breakpoint family, member 4 (NBPF4) pseudogene,148234273,148234489,49.31
ENSG00000227700,AC239809.2,novel pseudogene,148246169,148246685,63.44
ENSG00000199879,RNU1-120P,RNA, U1 small nuclear 120, pseudogene [Source:HGNC Symbol;Acc:HGNC:48462],148263476,148263632,42.68
ENSG00000234283,LINC01731,long intergenic non-protein coding RNA 1731 [Source:HGNC Symbol;Acc:HGNC:52519],148271884,148280749,43.21
ENSG00000228626,AC245100.3,novel pseudogene,148288001,148288951,57.10
ENSG00000274020,LINC01138,long intergenic non-protein coding RNA 1138 [Source:HGNC Symbol;Acc:HGNC:49454],148290889,148519604,41.51
ENSG00000238107,AC245100.6,novel transcript,148295180,148297556,47.16
ENSG00000224481,AC245100.1,novel transcript,148295895,148344636,43.34
ENSG00000235988,AC245100.5,novel pseudogene,148317683,148318013,62.54
ENSG00000252744,RF00019,,148330271,148330394,34.68
ENSG00000283676,MIR5087,microRNA 5087 [Source:HGNC Symbol;Acc:HGNC:43480],148334479,148334554,42.11
ENSG00000202408,RNU1-122P,RNA, U1 small nuclear 122, pseudogene [Source:HGNC Symbol;Acc:HGNC:48464],148334612,148334767,48.72
ENSG00000272824,AC245100.7,novel transcript,148358245,148358686,36.20
ENSG00000207340,RNVU1-1,RNA, variant U1 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10133],148362370,148362533,54.27
ENSG00000252135,RNVU1-2,RNA, variant U1 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:48308],148385829,148385963,48.15
ENSG00000278596,MIR6077,microRNA 6077 [Source:HGNC Symbol;Acc:HGNC:50025],148388282,148388363,52.44
ENSG00000238825,RNU1-13P,RNA, U1 small nuclear 13, pseudogene [Source:HGNC Symbol;Acc:HGNC:10138],148388490,148388651,49.38
ENSG00000231551,AC245100.4,phosphodiesterase 4D interacting protein (PDE4DIP) pseudogene,148402516,148432545,42.23
ENSG00000201183,RNVU1-3,RNA, variant U1 small nuclear 3 [Source:HGNC Symbol;Acc:HGNC:48311],148402715,148402875,44.10
ENSG00000225871,AC245100.2,family with sequence similarity 91, member A1 (FAM91A1) pseudogene,148435105,148436926,42.37
ENSG00000285062,AC245100.9,poly(ADP-ribose) polymerase family member 8 (PARP8) pseudogene,148458643,148459689,65.33
ENSG00000280649,AC245100.8,TEC,148458814,148459871,64.74
ENSG00000236334,PPIAL4G,peptidylprolyl isomerase A like 4G [Source:HGNC Symbol;Acc:HGNC:33996],148479824,148483679,39.32
ENSG00000274210,RF00003,,148522601,148522765,51.52
ENSG00000270629,NBPF14,NBPF member 14 [Source:HGNC Symbol;Acc:HGNC:25232],148531385,148679751,41.33
ENSG00000252515,RNU6-1171P,RNA, U6 small nuclear 1171, pseudogene [Source:HGNC Symbol;Acc:HGNC:48134],148739379,148739479,41.58
ENSG00000177144,NUDT4B,nudix hydrolase 4B [Source:HGNC Symbol;Acc:HGNC:18012],148748894,148750099,44.20
ENSG00000275140,SEC22B3,SEC22 homolog B3 [Source:HGNC Symbol;Acc:HGNC:53891],148772640,148784594,36.24
ENSG00000271546,AC245389.1,CKLF-like MARVEL transmembrane domain containing 6 (CMTM6) pseudogene,148795797,148796325,40.08
ENSG00000178104,PDE4DIP,phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580],148808181,149048286,41.00
ENSG00000252656,RN7SKP88,RNA, 7SK small nuclear pseudogene 88 [Source:HGNC Symbol;Acc:HGNC:45812],148839483,148839732,41.60
ENSG00000222788,RNU2-38P,RNA, U2 small nuclear 38, pseudogene [Source:HGNC Symbol;Acc:HGNC:48531],148939739,148939817,36.71
ENSG00000254913,AC239802.1,novel transcript,149006309,149009527,45.42
ENSG00000255148,AC239802.2,novel transcript,149018671,149026269,42.74
ENSG00000254539,AC239804.1,novel transcript,149048576,149051273,40.29
ENSG00000269713,NBPF9,NBPF member 9 [Source:HGNC Symbol;Acc:HGNC:31991],149054027,149103561,43.51
ENSG00000274019,AC239804.2,Neuroblastoma breakpoint family (NBPF) pseudogene,149111304,149121866,42.04
ENSG00000201699,RNU1-59P,RNA, U1 small nuclear 59, pseudogene [Source:HGNC Symbol;Acc:HGNC:48401],149162783,149162944,46.91
ENSG00000274265,AC245297.3,novel transcript,149176022,149251013,39.86
ENSG00000215861,AC245297.1,phosphodiesterase 4D interacting protein-like [Source:NCBI gene;Acc:653513],149197992,149321732,40.70
ENSG00000272755,AC245297.2,novel transcript,149264252,149264816,30.27
ENSG00000273591,RF00100,,149290513,149290762,41.60
ENSG00000274423,SEC22B2,SEC22 homolog B2 [Source:HGNC Symbol;Acc:HGNC:53890],149345661,149357612,36.23
ENSG00000271383,NBPF19,NBPF member 19 [Source:HGNC Symbol;Acc:HGNC:31999],149390623,149556361,41.53
ENSG00000263464,PPIAL4C,peptidylprolyl isomerase A like 4C [Source:HGNC Symbol;Acc:HGNC:33995],149583865,149584464,48.33
ENSG00000277147,LINC00869,long intergenic non-protein coding RNA 869 [Source:HGNC Symbol;Acc:HGNC:29050],149606334,149679523,41.70
ENSG00000284964,AC242842.2,poly(ADP-ribose) polymerase family member 8 (PARP8) pseudogene,149607467,149608516,65.14
ENSG00000275557,AC242842.1,novel transcript,149607765,149612402,40.17
ENSG00000206828,RF00003,,149636766,149636929,45.12
ENSG00000284842,FAM91A2P,family with sequence similarity 91 member A2, pseudogene [Source:HGNC Symbol;Acc:HGNC:51523],149675205,149677740,41.88
ENSG00000234232,AC243772.3,phosphodiesterase 4D interacting protein pseudogene [Source:NCBI gene;Acc:102723955],149676851,149747818,43.31
ENSG00000275229,RNU1-68P,RNA, U1 small nuclear 68, pseudogene [Source:HGNC Symbol;Acc:HGNC:48410],149700151,149700296,51.37
ENSG00000226500,AC243772.1,ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast) (UBE2D1) pseudogene,149754301,149754710,47.80
ENSG00000150337,FCGR1A,Fc fragment of IgG receptor Ia [Source:HGNC Symbol;Acc:HGNC:3613],149782671,149792518,41.93
ENSG00000203814,HIST2H2BF,histone cluster 2 H2B family member f [Source:HGNC Symbol;Acc:HGNC:24700],149782689,149812373,41.91
ENSG00000233030,AC243772.2,novel transcript, antisense to FCGR1A,149785659,149793020,43.96
ENSG00000183598,HIST2H3D,histone cluster 2 H3 family member d [Source:HGNC Symbol;Acc:HGNC:25311],149813271,149813681,67.40
ENSG00000270882,HIST2H4A,histone cluster 2 H4 family member a [Source:HGNC Symbol;Acc:HGNC:4794],149832659,149839767,46.90
ENSG00000203811,HIST2H3C,histone cluster 2 H3 family member c [Source:HGNC Symbol;Acc:HGNC:20503],149839538,149841193,61.23
ENSG00000203812,HIST2H2AA3,histone cluster 2 H2A family member a3 [Source:HGNC Symbol;Acc:HGNC:4736],149842188,149842736,61.75
ENSG00000220323,HIST2H2BD,histone cluster 2 H2B family member d (pseudogene) [Source:HGNC Symbol;Acc:HGNC:20517],149842875,149846486,41.83
ENSG00000261716,HIST2H2BC,histone cluster 2 H2B family member c (pseudogene) [Source:NCBI gene;Acc:337873],149844498,149850937,40.99
ENSG00000272196,HIST2H2AA4,histone cluster 2 H2A family member a4 [Source:HGNC Symbol;Acc:HGNC:29668],149851061,149851624,61.70
ENSG00000203852,HIST2H3A,histone cluster 2 H3 family member a [Source:HGNC Symbol;Acc:HGNC:20505],149852619,149854274,61.23
ENSG00000270276,HIST2H4B,histone cluster 2 H4 family member b [Source:HGNC Symbol;Acc:HGNC:29607],149854045,149861210,46.92
ENSG00000264207,AC239868.1,novel transcript, antisense HIST2H4A,149861271,149862504,47.97
ENSG00000184678,HIST2H2BE,histone cluster 2 H2B family member e [Source:HGNC Symbol;Acc:HGNC:4760],149884459,149886652,47.99
ENSG00000184260,HIST2H2AC,histone cluster 2 H2A family member c [Source:HGNC Symbol;Acc:HGNC:4738],149886975,149887364,62.82
ENSG00000184270,HIST2H2AB,histone cluster 2 H2A family member b [Source:HGNC Symbol;Acc:HGNC:20508],149887524,149887916,62.85
ENSG00000178096,BOLA1,bolA family member 1 [Source:HGNC Symbol;Acc:HGNC:24263],149887890,149900798,45.46
ENSG00000159164,SV2A,synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566],149903318,149917882,52.21
ENSG00000143368,SF3B4,splicing factor 3b subunit 4 [Source:HGNC Symbol;Acc:HGNC:10771],149923317,149928344,48.41
ENSG00000014914,MTMR11,myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307],149928651,149936869,49.97
ENSG00000264522,OTUD7B,OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683],149937812,150010676,42.46
ENSG00000285184,AC244033.2,novel transcript,150045660,150067701,39.14
ENSG00000223945,AC244033.1,ribosomal protein L6 (RPL6) pseudogene,150053864,150055034,45.77
ENSG00000136631,VPS45,vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579],150067279,150145329,39.17
ENSG00000023902,PLEKHO1,pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310],150149183,150164720,51.63
ENSG00000285554,AC242988.2,,150173049,150181429,45.13
ENSG00000266187,RN7SL480P,RNA, 7SL, cytoplasmic 480, pseudogene [Source:HGNC Symbol;Acc:HGNC:46496],150211632,150211925,58.50
ENSG00000143401,ANP32E,acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673],150218417,150236156,42.62
ENSG00000222222,RNU2-17P,RNA, U2 small nuclear 17, pseudogene [Source:HGNC Symbol;Acc:HGNC:48510],150236967,150237156,42.63
ENSG00000276110,AC242988.1,novel transcript, antisense to CA14,150255095,150257286,48.72
ENSG00000118298,CA14,carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372],150257159,150265078,50.88
ENSG00000117362,APH1A,aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509],150265399,150269580,53.83
ENSG00000118292,C1orf54,chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258],150268200,150280916,46.50
ENSG00000159208,CIART,circadian associated repressor of transcription [Source:HGNC Symbol;Acc:HGNC:25200],150282543,150287093,47.53
ENSG00000266472,MRPS21,mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046],150293720,150308979,46.58
ENSG00000117360,PRPF3,pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348],150321476,150353195,44.24
ENSG00000163125,RPRD2,regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039],150363091,150476566,41.76
ENSG00000143374,TARS2,threonyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30740],150487364,150507609,48.52
ENSG00000283933,MIR6878,microRNA 6878 [Source:HGNC Symbol;Acc:HGNC:50269],150492345,150492410,42.42
ENSG00000143369,ECM1,extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153],150508062,150513789,55.19
ENSG00000228126,FALEC,focally amplified long non-coding RNA in epithelial cancer [Source:HGNC Symbol;Acc:HGNC:43713],150515757,150518032,50.40
ENSG00000237781,AL356356.1,novel transcript, antisense to ADAMTSL4,150548562,150557724,61.01
ENSG00000143382,ADAMTSL4,ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706],150549369,150560937,60.13
ENSG00000264553,MIR4257,microRNA 4257 [Source:HGNC Symbol;Acc:HGNC:38312],150551929,150552014,56.98
ENSG00000203804,ADAMTSL4-AS1,ADAMTSL4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32041],150560202,150574552,48.94
ENSG00000277452,RN7SL473P,RNA, 7SL, cytoplasmic 473, pseudogene [Source:HGNC Symbol;Acc:HGNC:46489],150566562,150566860,52.84
ENSG00000274963,RN7SL600P,RNA, 7SL, cytoplasmic 600, pseudogene [Source:HGNC Symbol;Acc:HGNC:46616],150568971,150569269,50.84
ENSG00000143384,MCL1,MCL1, BCL2 family apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:6943],150574551,150579738,44.74
ENSG00000253047,RF00561,,150600539,150600659,35.54
ENSG00000143420,ENSA,endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360],150600851,150629612,45.32
ENSG00000276103,RF00015,,150608507,150608623,44.44
ENSG00000143457,GOLPH3L,golgi phosphoprotein 3 like [Source:HGNC Symbol;Acc:HGNC:24882],150646225,150697144,40.09
ENSG00000143452,HORMAD1,HORMA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25245],150698060,150720888,36.71
ENSG00000206931,RNU6-1042P,RNA, U6 small nuclear 1042, pseudogene [Source:HGNC Symbol;Acc:HGNC:48005],150701866,150701972,37.38
ENSG00000163131,CTSS,cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545],150730196,150765957,39.39
ENSG00000236713,AL356292.1,pseudogene similar to part of short coiled-coil protein (SCOC),150780272,150780644,42.36
ENSG00000143387,CTSK,cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536],150796208,150808323,43.00
ENSG00000224690,UBE2D3P3,ubiquitin conjugating enzyme E2 D3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39011],150800473,150801031,37.39
ENSG00000143437,ARNT,aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700],150809705,150876768,41.21
ENSG00000200175,RNU6-1309P,RNA, U6 small nuclear 1309, pseudogene [Source:HGNC Symbol;Acc:HGNC:48272],150812591,150812698,37.96
ENSG00000224800,RPS27AP6,ribosomal protein S27a pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36236],150881236,150881683,40.40
ENSG00000283324,CTXND2,cortexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:53440],150887136,150913292,42.36
ENSG00000229357,CYCSP51,cytochrome c, somatic pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:24383],150903896,150904213,44.34
ENSG00000143379,SETDB1,SET domain bifurcated 1 [Source:HGNC Symbol;Acc:HGNC:10761],150926263,150964744,44.16
ENSG00000143418,CERS2,ceramide synthase 2 [Source:HGNC Symbol;Acc:HGNC:14076],150960583,150975004,52.38
ENSG00000259357,AL590133.2,novel transcript, antisense to CERS2,150965245,150966256,47.23
ENSG00000231073,AL590133.1,novel transcript, antisense to CERS2,150973123,150975534,67.74
ENSG00000143412,ANXA9,annexin A9 [Source:HGNC Symbol;Acc:HGNC:547],150982017,150995634,49.92
ENSG00000143409,MINDY1,MINDY lysine 48 deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:25648],150996086,151008375,49.22
ENSG00000143363,PRUNE1,prune exopolyphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:13420],151008420,151035713,46.61
ENSG00000200759,RNU6-884P,RNA, U6 small nuclear 884, pseudogene [Source:HGNC Symbol;Acc:HGNC:47847],151022746,151022852,43.93
ENSG00000163141,BNIPL,BCL2 interacting protein like [Source:HGNC Symbol;Acc:HGNC:16976],151036321,151047720,47.22
ENSG00000143443,C1orf56,chromosome 1 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26045],151047740,151051986,48.39
ENSG00000197622,CDC42SE1,CDC42 small effector 1 [Source:HGNC Symbol;Acc:HGNC:17719],151050971,151070325,46.96
ENSG00000213190,MLLT11,MLLT11, transcription factor 7 cofactor [Source:HGNC Symbol;Acc:HGNC:16997],151057758,151068497,46.40
ENSG00000143458,GABPB2,GA binding protein transcription factor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:28441],151070578,151125542,44.85
ENSG00000233717,RPS29P29,ribosomal protein S29 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:52362],151111912,151112728,50.67
ENSG00000261168,AL592424.1,novel transcript, sense overlapping SEMA6C,151130075,151131610,46.88
ENSG00000143434,SEMA6C,semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740],151131685,151146664,57.48
ENSG00000163154,TNFAIP8L2,TNF alpha induced protein 8 like 2 [Source:HGNC Symbol;Acc:HGNC:26277],151156629,151159749,51.62
ENSG00000163156,SCNM1,sodium channel modifier 1 [Source:HGNC Symbol;Acc:HGNC:23136],151156664,151170297,48.32
ENSG00000163155,LYSMD1,LysM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32070],151159748,151165948,46.07
ENSG00000163157,TMOD4,tropomodulin 4 [Source:HGNC Symbol;Acc:HGNC:11874],151169986,151176284,50.44
ENSG00000163159,VPS72,vacuolar protein sorting 72 homolog [Source:HGNC Symbol;Acc:HGNC:11644],151169987,151195321,47.36
ENSG00000143398,PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994],151197949,151249536,45.21
ENSG00000159352,PSMD4,proteasome 26S subunit, non-ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9561],151254703,151267479,47.67
ENSG00000232671,AL391069.2,uncharacterized LOC100507670 [Source:NCBI gene;Acc:100507670],151280024,151281929,54.93
ENSG00000143373,ZNF687,zinc finger protein 687 [Source:HGNC Symbol;Acc:HGNC:29277],151281618,151292180,57.99
